Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
41d075ca783b34c9df28e5451a9159a26386484d,Fix casing of text in 'unittest' patterns quickpick. (#17186),['71114fa5b287cd5ef7d538f4226274dbc40e8445'],False,"['17093.md', 'testConfigurationManager.ts']"
a1112829fbe116f27143a9218555ecc61c673739,Fix tar vulnerabilities (#17255),['ce641b12b4b08f7a496495be4a47330ff838f610'],False,['package-lock.json']
d2350cd3f37f075100bf64359355e9946a1b8dce,"Clean up src/test/mocks/vsc/* (#17245)

* Clean up src/test/mocks/vsc/*

* Use old extHostedTypes

* Fix some stuff

* Fix compilation erorrs in hosted types

* Fix some stuff

* Fix more stuff and Object.setPrototypeOf

* Fix linting issue

* Last problem",['a1112829fbe116f27143a9218555ecc61c673739'],False,"['.eslintignore', 'arrays.ts', 'charCode.ts', 'extHostedTypes.ts', 'htmlContent.ts', 'index.ts', 'position.ts', 'range.ts', 'selection.ts', 'strings.ts', 'telemetryReporter.ts', 'uri.ts', 'uuid.ts', 'vscode-mock.ts']"
e26a1edc18b12d22897016c7eb2f3256c8fd3076,"Do path comparisons appropriately in the discovery component (#17244)

* Do path comparisons appropriately in the discovery component

* News entry

* Fix some tests

* Some more fixes

* Fix poetry unit tests",['e3ca457c2ed723e025a02f60546b75cd70a4ad9c'],False,"['17244.md', 'executable.ts', 'resolverUtils.ts', 'commonUtils.ts', 'conda.ts', 'pipenv.ts', 'pyenv.ts', 'simplevirtualenvs.ts', 'externalDependencies.ts', 'poetry.unit.test.ts']"
d7247fd5614778e8451adc8c37ef63ff05c44770,Update run failed tests icon (#17271),['282e9d8d9afa95704d7d94179d164092b0933f4b'],False,['package.json']
5033f1d243a271b858416d7cd06abfb1182e6fff,"Fix for filenames starting with py. (#17275)

* Fix for filenames starting with py.

* Add news item.",['d7247fd5614778e8451adc8c37ef63ff05c44770'],False,"['17270.md', 'resultsHelper.ts', 'testItemUtilities.ts']"
85b9e88cd463e9537d4ce79cbe4307bf50a1612f,"Fix parent path check (#17274)

* Fix parent path check

* only buiild vsix

* More verbose logging

* Revert ""only buiild vsix""

This reverts commit b601e59f17293bd5c6b1518ff58ab52b6cb8dd7e.",['13d5780b8b8ca48870d42e45f9681228122b89aa'],False,"['fsWatchingLocator.ts', 'externalDependencies.ts', 'pythonBinariesWatcher.ts', 'legacyIOC.ts']"
faf48febc32171cd1bd99ca60bf491ab2237178f,Fix for multiple directories in pytest args. (#17306),['85b9e88cd463e9537d4ce79cbe4307bf50a1612f'],False,"['17281.md', 'pytestController.ts']"
73fe0029b0eac1428fb6948a0e44d2d173214477,Don't log error during settings migration without settings.json (#17312),['faf48febc32171cd1bd99ca60bf491ab2237178f'],False,"['11354.md', 'updateTestSettings.ts', 'updateTestSettings.unit.test.ts']"
d976a196cdb3eece5d0ff351c5f6a4a50a630528,"Fix for a bunch of test issues. (#17311)

* Fix for a bunch of test issues.

* Lint python files.",['73fe0029b0eac1428fb6948a0e44d2d173214477'],False,"['17280.md', '17285.md', '17309.md', 'unittest_discovery.py', 'testing_tools.ts', 'unittestController.ts']"
4c3e2439ff2525392611dc55f32333e73e5c8b91,Fix issue with in complete unittest runs. (#17313),['d976a196cdb3eece5d0ff351c5f6a4a50a630528'],False,"['17282.md', 'visualstudio_py_testlauncher.py', 'runner.ts']"
c02e9714056d8b74d4a434f8fe6dfe5b472940fa,Fix empty notebook problem and update to new interface for LSP middleware (#17321),['4c3e2439ff2525392611dc55f32333e73e5c8b91'],False,"['package-lock.json', 'package.json', 'languageClientMiddleware.ts', 'languageClientMiddlewareBase.ts']"
2eb6181440cd54491fb93bd7b4da2a7ca1e89642,"Fix27ci (#17327)

* Ensure tensorboard is not installed for python 2.7

* Add news item",['c02e9714056d8b74d4a434f8fe6dfe5b472940fa'],False,"['test-requirements.txt', '17325.md']"
be8cf559d5c4d57de43619796d0c677b805fdf0e,"Query for fresh workspace envs when autoselecting interpreters in a new workspace (#17264)

* Only ignore workspace interpreter cache when autoselecting

* Fix unit tests

* News entry

* Simplify

* Simplofu

* Fix queryFilter tests",['2eb6181440cd54491fb93bd7b4da2a7ca1e89642'],False,"['17264.md', 'persistentState.ts', 'extensionActivation.ts', 'index.ts', 'locator.ts', 'locatorUtils.ts', 'envsCollectionService.ts', 'index.ts', 'index.ts', 'legacyIOC.ts', 'index.unit.test.ts', 'locatorUtils.unit.test.ts']"
6582970173fad7a596f447c112e0cba3e90e7cee,Fix assign-reviewers,['2d81a660845edf24199217b04e9e42a9e6451762'],False,['assign-reviewers.yml']
082dc88aef8958c14633a45460e288af82a7adf2,"Fix refreshing progress display in the status bar (#17338)

* Display refreshing progress in the status bar

* News entry

* Fix compile errors

* Fix lint",['b06313c1c77dcc183f5ea3cce661dd78e63613c6'],False,"['17338.md', 'contracts.ts', 'progressDisplay.ts', 'envsCollectionService.ts', 'legacyIOC.ts']"
1fa549029bb09bbfd1d48a58db48a96cbb6dabc9,Fix for cached debug configuration (#17354),['082dc88aef8958c14633a45460e288af82a7adf2'],False,"['17353.md', 'debugConfigurationService.ts']"
67dcf07463ded32cf1795cf0c640cb541a05e17b,"Ensure we do not start a new discovery for an event if one is already scheduled (#17339)

* Ensure we do not start a new refresh for each change event

* News entry",['12631078ca2038b7fee88196ad03257c358631f3'],False,"['17339.md', 'envsCollectionService.ts']"
c68bf40fe8b7927f9fc058dbc776a76ebbea88ed,"Ensure we block getting active interpreter on auto-selection (#17370)

* Ensure we block getting active interpreter on autoselection

* News entry

* Fix single workspace tests

* Fix lint",['67dcf07463ded32cf1795cf0c640cb541a05e17b'],False,"['17370.md', 'pythonExecutionFactory.ts', 'index.ts', 'installer.test.ts', 'moduleInstaller.test.ts', 'pythonExecutionFactory.unit.test.ts', 'display.unit.test.ts', 'lint.functional.test.ts', 'rename.test.ts']"
ee803c7096abf22e0641f5d2f5a0fec0dc9b18a6,"Fix for `unittest` ModuleNotFoundError when discovering tests (#17369)

* Fix for ModuleNotFoundError

* Add news

* Ensure we use cwd

* linting",['c68bf40fe8b7927f9fc058dbc776a76ebbea88ed'],False,"['17363.md', 'unittest_discovery.py']"
5687c8447abcbc415155da4fbe42ef3f01b9f4e5,Handle debug in terminai with undefined uri (#17375),['d034fd64b5dbd4f2412f82ca42be9fb6e2b69ecf'],False,"['17374.md', 'types.ts', 'debugCommands.ts']"
1e09f3a1d1223196523ce2e400809e6b9a185f3a,Fix for buttons not showing up for test items. (#17402),['5687c8447abcbc415155da4fbe42ef3f01b9f4e5'],False,"['17378.md', 'pytestController.ts']"
862a88da21641f52ace2b2ce9e4e974f6ccd3a54,"Replace Jedi with Jedi LSP (#17273)

* Remove the experiment

* News file

* Fix linting issue

* Turn JediLSP option into Jedi

* Remove commented code

* Update comment

* Always register no LS activator

* Add basic 2.7 LS support (Pylance or None)

* Skip tests on Python 2.7

* Fix unit tests

* Default to Pylance

* Fix unit tests

* Set default LS to Jedi

* Install JediLSP requirements for testing

* Change default back to none

* Typo

* Turn condition around to match comment

* Remove JediLSP requirements

* Default to None

* Install JediLSP requirements

* Install JediLSP reqs for smoke tests too

* Install JediLSP reqs in coverage step

* Undo PR check workflow changes

* Turns out it won't run if there's no 'run' keyword

* Change condition order

* Add activation service unit tests

* Remove comment

* Add NoLanguageServerExtensionActivator check

* Delete Jedi tests

* Change condition order

* Install Jedi LSP reqs in nightly coverage",['7e64fb474f65726794a0640b0c991988e8430478'],False,"['nightly-coverage.yml', 'pr-check.yml', '11995.md', 'package.json', 'activationService.ts', 'defaultlanguageServer.ts', 'manager.ts', 'languageClientMiddleware.ts', 'languageClientMiddlewareBase.ts', 'deprecationPrompt.ts', 'serviceRegistry.ts', 'configSettings.ts', 'groups.ts', 'types.ts', 'extensionActivation.ts', 'jupyterIntegration.ts', 'activationService.unit.test.ts', 'defaultLanguageServer.unit.test.ts', 'deprecationPrompt.unit.test.ts', 'serviceRegistry.unit.test.ts', 'configSettings.unit.test.ts', 'base.test.ts', 'pep484.test.ts', 'pep526.test.ts', 'completionSource.unit.test.ts', 'hover.jedi.test.ts', 'navigation.test.ts', 'parallel.jedi.test.ts', 'lspSetup.ts', 'lspTeardown.ts', 'pythonSignatureProvider.unit.test.ts', 'signature.jedi.test.ts', 'symbolProvider.unit.test.ts']"
7ee43ec03e9435def1eed530f119eccb65c7bdbc,"Fix broken build action (#17417)

* Whoops broke the build

* Run the workflow on PR to verify (disable PR one)

* Install JediLSP for Python 3 only

* Undo pr check testing changes",['9463ae238a655080f57254d0750df4a59e98c4d2'],False,['build.yml']
8e3f522e2310226d001cd2abc61e33c7bfc1f7a6,"Display a notification when using JediLSP with Python 2.7 (#17407)

* Remove the experiment

* News file

* Fix linting issue

* Turn JediLSP option into Jedi

* Remove commented code

* Update comment

* Always register no LS activator

* Add basic 2.7 LS support (Pylance or None)

* Skip tests on Python 2.7

* Fix unit tests

* Default to Pylance

* Fix unit tests

* Set default LS to Jedi

* Install JediLSP requirements for testing

* Change default back to none

* Typo

* Turn condition around to match comment

* Remove JediLSP requirements

* Default to None

* Install JediLSP requirements

* Install JediLSP reqs for smoke tests too

* Install JediLSP reqs in coverage step

* Undo PR check workflow changes

* Turns out it won't run if there's no 'run' keyword

* Change condition order

* Add activation service unit tests

* Remove comment

* Add NoLanguageServerExtensionActivator check

* Delete Jedi tests

* Change condition order

* Add diagnostic

* Add tests

* Run diagnostic in the background

* Remove manual diagnostic handling

* Localize ""do not show again""",['7f230ca1c174431f1756d938958d30ce461a00d2'],False,"['package.nls.json', 'activationService.ts', 'jediPython27NotSupported.ts', 'constants.ts', 'serviceRegistry.ts', 'localize.ts', 'activationService.unit.test.ts', 'jediPython27NotSupported.unit.test.ts', 'serviceRegistry.unit.test.ts']"
7934b4ffdc3013523699c006a33d13d05373ac48,"Delete Jedi-related files (#17427)

* Deleted files and Jedi-related code

* Deleted markdown renderer + test Python files

* Do not prompt if linter available

* Delete code that I commented for testing

* Enable bulid workflow to see if it passes

* Build passes, undo test change",['a80d99645e1d9de7682ae51340f6386570c1b05f'],False,"['.eslintignore', 'package.nls.json', 'package.nls.zh-cn.json', 'completion.py', 'requirements.in', 'requirements.txt', 'activationService.ts', 'jedi.ts', 'restTextConverter.ts', 'index.ts', 'types.ts', 'localize.ts', 'jediProxyFactory.ts', 'linterAvailability.ts', 'completionProvider.ts', 'completionSource.ts', 'definitionProvider.ts', 'docStringFoldingProvider.ts', 'hoverProvider.ts', 'itemInfoSource.ts', 'jediProxy.ts', 'objectDefinitionProvider.ts', 'providerUtilities.ts', 'referenceProvider.ts', 'renameProvider.ts', 'signatureProvider.ts', 'symbolProvider.ts', 'linter.availability.unit.test.ts', 'restTextConverter.test.ts', 'foldingProvider.test.ts', 'deco.py', 'doc.py', 'five.py', 'four.py', 'hoverTest.py', 'imp.py', 'lamb.py', 'misc.py', 'one.py', 'pep484.py', 'pep526.py', 'suppress.py', 'three.py', 'two.py', 'one.py', '__init__.py', 'three.py', 'await.test.py', 'five.py', 'four.py', '__init__.py', 'definitions.py', 'usages.py', 'one.py', 'three.py', 'two.py', 'one.py', 'fileLib.py', 'sitePackages.py', 'dir1file.py', 'dir2file.py', 'one.py', 'attach_server.py', 'empty.py', 'miscSamples.py', 'noComments.py', 'noDocStrings.py', 'visualstudio_ipython_repl.py', 'visualstudio_ipython_repl_double_quotes.py', 'visualstudio_py_debugger.py', 'visualstudio_py_repl.py', 'functionHover.py', 'stringFormat.py', 'aifc.md', 'aifc.pydoc', 'anydbm.md', 'anydbm.pydoc', 'astroid.md', 'astroid.pydoc', 'scipy.md', 'scipy.pydoc', 'scipy.spatial.distance.md', 'scipy.spatial.distance.pydoc', 'scipy.spatial.md', 'scipy.spatial.pydoc', 'basicSig.py', 'classCtor.py', 'ellipsis.py', 'noSigPy3.py', 'childFile.py', 'file.py', 'workspace2File.py', '__init__.py', 'test_unit_test_counter.py', 'test_cwd.py', 'test_debugger_one.py', 'test_debugger_two.py', 'test_debugger_two.txt', 'test_debugger_two.updated.txt', '__init__.py', 'test_three.py', 'test_one.py', 'test_two.py', 'five.output', 'five.xml', 'four.output', 'four.xml', 'one.output', 'one.xml', 'three.output', 'three.xml', 'two.again.xml', 'two.output', 'two.xml', 'test_root.py', 'test_one.py', 'test_unittest_one.py', 'test_unittest_two.py', 'test_root.py', '__init__.py', 'external.py', 'test_another_pytest.py', 'test_foreign_nested_tests.py', 'test_pytest.py', 'test_unittest_one.py', 'test_unittest_two.py', 'unittest_three_test.py', 'test_pytest.py', 'test_unittest_one.py', 'pytest.ini', 'test_root.py', 'test_another_pytest.py', 'test_pytest.py', 'test_unittest_one.py', 'test_unittest_two.py', 'unittest_three_test.py', 'elseBlocks2.py', 'elseBlocks4.py', 'elseBlocksFirstLine2.py', 'elseBlocksFirstLine4.py', 'elseBlocksFirstLineTab.py', 'elseBlocksTab.py', 'tryBlocks2.py', 'tryBlocks4.py', 'tryBlocksTab.py']"
913aa7abc351b788926e44924c93d08070b89fd2,"Add a ""Lock Issues"" cron job workflow (#17430)",['7934b4ffdc3013523699c006a33d13d05373ac48'],False,"['lock.yml', 'lock-issues.yml']"
c94b1f44d996d13bc96067b3c19616e14b230b52,"Remove old code (#16877)

* Remove ctags (#16066)

* Remove rope (#16064)

* Remove default pylint when using jedi (#16074)

* Remove default pylint when using jedi

* Remove pylint minimal checkers

* Remove more pylint config

* Restore missed configuration file names

* More linting clean up

* Fix tests

* Remove unused files and update branch (#16128)

* Add the 'security-events' permission to the CodeQL workflow (#16071)

* Delete misc files we don't need anymore

Co-authored-by: Brett Cannon <brett@python.org>

* Rebase with main

* Update news items.

* Remove unused telemetry

* Test build workflow

* Remove ropeproject from repo settings

* Remove workspace symbols

* Update .eslintignore

* Remove testing of build workflow

* Remove unused symbolProvider.py

Co-authored-by: Brett Cannon <brett@python.org>
Co-authored-by: Kim-Adeline Miguel <kimiguel@microsoft.com>",['e8b109c2f21e56128620abd881e04fded9b7fd76'],False,"['.eslintignore', 'test_plan.md', 'settings.json', 'conda-functional-requirements.txt', 'test-requirements.txt', '10440.md', '13321.md', '16063.md', 'package.json', 'package.nls.de.json', 'package.nls.es.json', 'package.nls.fr.json', 'package.nls.it.json', 'package.nls.ja.json', 'package.nls.json', 'package.nls.ko-kr.json', 'package.nls.nl.json', 'package.nls.pl.json', 'package.nls.pt-br.json', 'package.nls.ru.json', 'package.nls.tr.json', 'package.nls.zh-cn.json', 'package.nls.zh-tw.json', 'config.py', 'objectdb', 'refactor.py', 'symbolProvider.py', 'ctagOptions', 'report_issue_user_settings.json', 'commands.ts', 'configSettings.ts', 'constants.ts', 'moduleInstaller.ts', 'productInstaller.ts', 'productNames.ts', 'productPath.ts', 'productService.ts', 'serviceRegistry.ts', 'index.ts', 'types.ts', 'types.ts', 'extensionActivation.ts', 'linterCommands.ts', 'linterInfo.ts', 'linterManager.ts', 'lintingEngine.ts', 'types.ts', 'linterProvider.ts', 'simpleRefactorProvider.ts', 'proxy.ts', 'constants.ts', 'index.ts', 'contracts.ts', 'generator.ts', 'main.ts', 'parser.ts', 'provider.ts', 'config.py', 'objectdb', 'settings.json', 'tags', 'common.ts', 'configSettings.test.ts', 'configSettings.unit.test.ts', 'installer.test.ts', 'installer.invalidPath.unit.test.ts', 'installer.unit.test.ts', 'productPath.unit.test.ts', 'serviceRegistry.unit.test.ts', 'common.ts', 'lint.args.test.ts', 'lint.manager.unit.test.ts', 'lint.multilinter.test.ts', 'lint.multiroot.test.ts', 'lint.provider.test.ts', 'lint.test.ts', 'lintengine.test.ts', 'linterCommands.unit.test.ts', 'linterManager.unit.test.ts', 'linterinfo.unit.test.ts', 'pylint.test.ts', 'pylint.unit.test.ts', 'tags', 'multi.code-workspace', 'settings.json', 'tags', 'tags', 'settings.json', 'workspace2.tags.file', 'settings.json', 'workspace3.tags.file', 'config.py', 'objectdb', 'with empty line.py', 'without empty line.py', 'refactor.py', 'extension.refactor.extract.method.test.ts', 'extension.refactor.extract.var.test.ts', 'rename.test.ts', 'common.ts', 'generator.unit.test.ts', 'main.unit.test.ts', 'provider.unit.test.ts', 'tags', 'multi.code-workspace', 'settings.json', 'tags', 'config.py', 'objectdb', 'tags', 'settings.json', 'workspace2.tags.file', 'settings.json', 'workspace3.tags.file']"
2a1e3d32cbe7887dc3f2490944e170a49537d91d,"Fix `Python extension loading...` issue for users who have disabled telemetry (#17447)

* Enable discovery experiments for all users including those who have opted out of telemetry

* News entry

* Oops

* Ensure we still respect optInto/optOutFrom setting for discovery experiment",['c94b1f44d996d13bc96067b3c19616e14b230b52'],False,"['17447.md', 'service.ts', 'service.unit.test.ts']"
502cf2167afa01a2f0c1a6a6a4d63965385e61f0,"Detect shells ending in .exe (for Windows/Cygwin) (#17431)

* Detect shells ending in .exe (for Windows/Cygwin)

Strip `.exe` extension before detecting shells, so all detections work
in Windows / Cygwin.  Fixes part of #17426.

* Add news item

* Add tests

Fix #17426",['d6b16b1bebb741aeb3887fe8ab4596098ba3a701'],False,"['17426.md', 'shellDetector.ts', 'baseShellDetector.ts', 'shellDetectors.unit.test.ts']"
e25dd77f08690f862a1c73d85a40c393bccc76b8,"Fix jedi requirements (#17470)

* Revert ""Jedi behind LSP reqs in main reqs files (#17446)""

This reverts commit d6b16b1bebb741aeb3887fe8ab4596098ba3a701.

* Install isort only in Python 3 workflow steps

* Add comment in jedils_requirements.in

* Re-add uppercase P",['502cf2167afa01a2f0c1a6a6a4d63965385e61f0'],False,"['action.yml', 'build.yml', 'nightly-coverage.yml', 'pr-check.yml', 'gulpfile.js', 'jedils_requirements.in', 'jedils_requirements.txt', 'run-jedi-language-server.py', 'requirements.in', 'requirements.txt', 'manager.ts']"
a62bd9995197646f45751becf21f86e28cf25e0c,"Fix hang caused by loop in getting interpreter information (#17484)

* Fix hang caused by loop in getting interpreter information

* News entry

* Revert ""Fix hang caused by loop in getting interpreter information""

This reverts commit b96905878e9b0f83e213a98a3e53912e81b30eb0.

* If options.pythonPath is set, do not block on autoselection",['688213e97c3df7073b83e1e51fbaec0069686339'],False,"['17484.md', 'pythonExecutionFactory.ts']"
ec628195910d7b67fba12ece521d60b75a81fb0f,"Add support for dynamic updates in interpreter list (#17043)

* Add support for dynamic updates in interpreter list

* News entry

* Cleanup

* Add implementation to preserve scroll position

* Fix

* Refactor code nicely

* Cleanup

* Fix some bugs and tests

* Fix more tests and bugs

* Fix linting

* Move private methods to where they are used

* Ensure we set partial display names

* Fix unit tests

* Fix comment

* Ensure special active items are also maintained

* Ensure we set recommended item after refresh finishes

* Add doc comment

* Code reviews

* Code reviews II",['a62bd9995197646f45751becf21f86e28cf25e0c'],False,"['17043.md', 'package.nls.json', 'package.nls.nl.json', 'package.nls.zh-cn.json', 'package.nls.zh-tw.json', 'async.ts', 'localize.ts', 'multiStepInput.ts', 'setInterpreter.ts', 'interpreterSelector.ts', 'types.ts', 'contracts.ts', 'progressDisplay.ts', 'interpreterService.ts', 'jupyterIntegration.ts', 'env.ts', 'locator.ts', 'envsCollectionCache.ts', 'envsCollectionService.ts', 'resolverUtils.ts', 'conda.ts', 'poetry.ts', 'setInterpreter.unit.test.ts', 'interpreterSelector.unit.test.ts', 'progressDisplay.unit.test.ts', 'env.unit.test.ts', 'envsResolver.unit.test.ts', 'resolverUtils.unit.test.ts', 'poetry.unit.test.ts', 'vscode.proposed.d.ts']"
6c6423d75ebf62db6c23f4538c50272d249282a6,"Merge from release-2021.09 into main (#17487)

* Update version and change log (#17170)

* Ensure default python executable to use is 'python' instead of '' (#17161)

* Fix Pop-up The argument 'file' cannot be empty. Received '' appears when no Python is installed or when default python is selected

* News entry

* Ensure workspace interpreters are discovered and watched (#17144)

* Cherry pick discovery related fixes to release (#17310)

* Do path comparisons appropriately in the discovery component (#17244)

* Do path comparisons appropriately in the discovery component

* News entry

* Fix some tests

* Some more fixes

* Fix poetry unit tests

* Ensure we trigger discovery for the first time as part of extension activation (#17304)

* Ensure we trigger discovery for the first time as part of extension activation

* Oops

* Fix parent path check (#17274)

* Fix parent path check

* only buiild vsix

* More verbose logging

* Revert ""only buiild vsix""

This reverts commit b601e59f17293bd5c6b1518ff58ab52b6cb8dd7e.

* Fix for multiple directories in pytest args. (#17306)

* Fix for a bunch of test issues. (#17311)

* Fix for a bunch of test issues.

* Lint python files.

* Fix issue with in complete unittest runs. (#17313)

* Fix27ci (#17327) (#17328)

* Ensure tensorboard is not installed for python 2.7

* Add news item

* Point release version, change log, and TPN updates (#17333)

* Update version

* Change log updates for point release

* Third part notice update

* Correctly indicate when a refresh has finished (#17336)

* Cherry pick fixes from main (#17348)

* Fix for filenames starting with py. (#17275)

* Fix for filenames starting with py.

* Add news item.

* Update change logs for cherry pick

* Update run failed tests icon (#17271) (#17349)

Co-authored-by: Luciana Abud <45497113+luabud@users.noreply.github.com>

* Cherry pick debug caching fix to release (#17355)

* Fix for cached debug configuration (#17354)

* Update change log for cherry pick

* Ensure we block getting active interpreter on auto-selection (#17370) (#17372)

* Ensure we block getting active interpreter on autoselection

* News entry

* Fix single workspace tests

* Fix lint

* Fix for `unittest` ModuleNotFoundError when discovering tests (#17369)

* Fix for ModuleNotFoundError

* Add news

* Ensure we use cwd

* linting

* Improve display of lines in test output. (#17373)

* Improve display of lines in test output.

* Add news item

* Handle debug in terminai with undefined uri (#17375)

* Fix for buttons not showing up for test items. (#17402)

* Update change log and version.

* DS Product names were inadvertently removed (#17434)

* Fix `Python extension loading...` issue for users who have disabled telemetry (#17448)

* Enable discovery experiments for all users including those who have opted out of telemetry

* News entry

* Oops

* Ensure we still respect optInto/optOutFrom setting for discovery experiment

* Update change log and version (#17450)

* Ensure TPN is up to date

Co-authored-by: Kartik Raj <karraj@microsoft.com>
Co-authored-by: Luciana Abud <45497113+luabud@users.noreply.github.com>
Co-authored-by: Don Jayamanne <don.jayamanne@outlook.com>",['ec628195910d7b67fba12ece521d60b75a81fb0f'],False,"['CHANGELOG.md', 'ThirdPartyNotices-Distribution.txt', '17089.md', '17111.md', '17144.md', '17244.md', '17270.md', '17280.md', '17281.md', '17282.md', '17285.md', '17303.md', '17309.md', '17325.md', '17353.md', '17363.md', '17370.md', '17374.md', '17378.md', '17447.md']"
7847a25cf89b2dc0d136affc97243197c3cabe16,Remove output from report issue command template (#17497),['49dc58c3c5c4989245a7354aeb362732cb379fa8'],False,"['report_issue_template.md', 'reportIssueCommand.ts', 'issueTemplateVenv1.md']"
a68f98fe64be989b80f2c08648e2f6b4827d40db,"fixed issue with left bracket in path to test file (#17357)

* fixed #17461 issue with left bracket in path to test file

* added news for 17461 issue

* Update news/2 Fixes/17461.md

Co-authored-by: Karthik Nadig <kanadig@microsoft.com>

Co-authored-by: Alexey Bogdanov <ilexei@yandex-team.ru>
Co-authored-by: Karthik Nadig <kanadig@microsoft.com>",['7847a25cf89b2dc0d136affc97243197c3cabe16'],False,"['17461.md', '_pytest_item.py']"
2be940beea3d551fafb436e3c86cc2fc1a725746,"Fix for unittest discovery failure due to root id mismatch (#17496)

* cancellation token support for discovery

* Set test root id to . to ensure we correctly find tests

* Add news",['a9e2dcc926da5458a3a2525bf30c7a634c9a460e'],False,"['17386.md', 'testItemUtilities.ts', 'types.ts', 'controller.ts', 'pytestController.ts', 'runner.ts', 'unittestController.ts']"
f23ffc998033600c5c7808c777b39d058aab37a0,"Add telemetry to report issue command (#17506)

* Add telemtry event

* Add telemetry event in report issue command

* Add test for Telemetry event",['2565cf47358d8322abf6ae1b21eb19e983783625'],False,"['reportIssueCommand.ts', 'constants.ts', 'index.ts', 'reportIssueCommand.unit.test.ts']"
1b2d498eb2e30c81f089d7a9d415c928bd2a79d4,"Fix interpreter fetching for untitled files (#17515)

* Fix interpreter fetching for untitled files

* Just use untitled files",['f23ffc998033600c5c7808c777b39d058aab37a0'],False,['legacyIOC.ts']
03519e372c0300189872036391869f05f5b8a133,"Replace GIFs with SVGs and tweak instructions  (#17246)

* Replace select interpreter GIFs with svgs

* replace learn more and run and debug images with svgs

* Remove unused resources

* Add toSide for open and create new file commands

* Make walkthrough available to everyone

* Remove when clause from Python walkthrough",['1b2d498eb2e30c81f089d7a9d415c928bd2a79d4'],False,"['package.json', 'anaconda-install.png', 'change-python-interpreter-dark.gif', 'change-python-interpreter-hc.gif', 'change-python-interpreter-light.gif', 'datascience-learn-more.png', 'learn-more.md', 'learnmore.svg', 'python-datascience-learn-more.md', 'python-dev-learn-more.md', 'python-docs-learn-more.png', 'python-interpreter.svg', 'run-and-debug-python-file-macOS.md', 'run-and-debug-python-file.md', 'rundebug2.svg']"
e77f450cd5e457abddc5b27c8cb3ef4d71e4e690,"Update JediLSP to Jedi while diagnosing (#17549)

* Update JediLSP to Jedi while diagnosing

* Fix test + add forgotten await",['dba8563425f76d72f2a8069990c9b88158c71efb'],False,"['jediPython27NotSupported.ts', 'jediPython27NotSupported.unit.test.ts']"
62d99e16e7891be1b6be52aca3468f62c087321b,"If active interpreter type is detected as Unknown, make sure we log it as an error (#17577)",['76e05246ff0ea819bac2b525b753040fa064f4b7'],False,['startupTelemetry.ts']
3fa5648556bd418638038e3b4eaedc87fa743a3d,"Ensure debugger contribution points are turned off when using virtual workspaces (#17589)

* Ensure debugger contribution points are turned off when using virtual workspaces

* News entry",['c4032b212b2fad7f05deb3e823bf2527c9b8d5d0'],False,"['17493.md', 'package.json']"
2b9e743c5dcd2d96e300e4bfba42bdae97043ec9,"Release candidate (#17610)

* Update version

* Update change logs

* Update notice",['6badaccdc45364a1610d30b89a3f38fba3dc5518'],False,"['CHANGELOG.md', 'ThirdPartyNotices-Distribution.txt', '11995.md', '17043.md', '17264.md', '17361.md', '17451.md', '17452.md', '17474.md', '17493.md', '17512.md', '17575.md', '17591.md', '17608.md', '3007.md', '11354.md', '17093.md', '17124.md', '17338.md', '17339.md', '17358.md', '17362.md', '17386.md', '17426.md', '17461.md', '17484.md', '17563.md', '17576.md', '8678.md', '10440.md', '13321.md', '16063.md', '17181.md', 'package-lock.json', 'package.json']"
88fefe25b7e214a0a2f9cd0333e08b3e45d1caa0,"Pin debugpy (#17619)

* pin to debugpy verion 1.4.3

* Pin to particular version of debugpy.",['63117fcda6f637c7dd9634441e669e186f43eb55'],False,"['release_plan.md', 'install_debugpy.py']"
77d31bbb105f2591157186c80222495aa16cabec,"Ensure database storage extension uses to track all storages does not grow unnecessarily (#17598)

* Ensure central storage to track keys for other storage never contain duplicate entries

* News entry

* Add tests

* Add more test cases

* Fix storage for function",['88fefe25b7e214a0a2f9cd0333e08b3e45d1caa0'],False,"['17488.md', 'persistentState.ts', 'decorators.ts', 'persistentState.unit.test.ts']"
d103db13e92cf741d6da725d97428f67f453b1fc,"Fix handling of empty directories in debugpy wheels when combining them. (#17620)

Add filename logging when combining wheels.

Update debugpy to 1.5.0.",['c844352bb5d9553c84b0bd20738b077561de3567'],False,['install_debugpy.py']
041cf220ceab7172b6024ea2d39c91aa3202f58b,"Bump dessant/lock-threads from 2 to 3 (#17544)

Bumps [dessant/lock-threads](https://github.com/dessant/lock-threads) from 2 to 3.
- [Release notes](https://github.com/dessant/lock-threads/releases)
- [Changelog](https://github.com/dessant/lock-threads/blob/master/CHANGELOG.md)
- [Commits](https://github.com/dessant/lock-threads/compare/v2...v3)

---
updated-dependencies:
- dependency-name: dessant/lock-threads
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",['88d38be92f953e3fa334711bf1309ac801520552'],False,['lock-issues.yml']
